"","p_situ","mu_dur","sigmadur","mu_contour","sigmacontour","logw"
"1",0.952080362957576,100.954609219355,3.63416250862817,45.0981753622183,3.19751563211736,-1.60594469211779
"2",0.956938229214976,146.127397459038,3.55473068913524,-10.0543539570638,3.36573689353588,-0.701631332848401
"3",0.670459652948446,94.4420537520167,0.792627303145611,14.3848354747908,0.597846239281954,-4.51016126917827
"4",0.0428583400969331,272.690603591336,3.57481295840664,42.6044994961313,4.48842035424637,-1.91375727669202
"5",0.533095974313387,101.025415921645,-0.0173770021449557,15.6596263828303,-0.258069926157655,-10.0460584836565
"6",0.513629691756086,97.2329652572438,-0.291767095576047,9.25916811854384,-0.28380933870596,-16.3089960528843
"7",0.476510661734483,86.9448388760591,-0.114133386778141,4.76683180929929,-0.103304253219731,-24.2547764976156
"8",0.499704216174259,104.152544021492,0.312386045317177,17.6145984326651,-0.0251158219267675,-29.6965497136074
"9",0.54289267897193,103.663580672556,-0.275420342748059,13.3793772336758,0.0682804775811558,-37.3164304745603
"10",0.517194206990916,97.8589129981941,-0.0900368069081519,9.76620932238652,-0.28476482064387,-42.1791427012493
