"","p_situ","p_initialQ","p_inversion","mu_dur","sigmadur","mu_contour","sigmacontour","logw"
"1",0.997841261985202,0.965590628081991,0.00229682996127264,122.768840691955,2.5613789185144,1.78574743620404,2.30869088300079,-1.45844189093501
"2",0.991259578241758,0.00923262889850754,0.576654791000982,73.2291939818988,2.62406633638355,-18.8706672851789,2.5834664041455,-2.46921804855539
"3",0.834999833550184,0.00647295604667681,0.00378744692809926,110.069390392663,3.024639390327,-3.14036580762422,2.76068306929942,-1.79753651047671
"4",0.893665676390907,0.0200203146725917,0.037498035427702,125.479504822707,3.21852955509456,-25.8294458795329,2.64612992957507,-2.4911541752316
"5",0.0038771922558607,0.00255584381243166,0.00255347836459686,55.4718581039519,3.91073164786836,23.5838178635392,3.752172629571,-1.65042489270081
"6",0.997174390107849,0.782883314391045,0.00262870892548219,66.4204037783324,2.5850537918498,-12.5402287639683,2.27004576516947,-1.5287171232293
"7",0.273170621981604,0.268311858370637,0.264367510844404,95.5819108978108,4.85208751220327,45.9204357611839,4.39919236957495,-7.08267947223463
"8",0.453654418807136,0.452809169595671,0.455579403335146,166.394680234342,4.17729151916104,7.1536797333378,4.17299172456391,-10.9105307808263
"9",0.496960429328137,0.500420626642299,0.496883313853423,73.8914617856596,3.96163073105232,1.92946476755914,3.95794879478161,-13.9137451758204
"10",0.497436556295662,0.484178291120364,0.493955926691674,147.505559983935,4.05708003951109,1.24696113378463,3.96957242203812,-16.2312556504293
