"","p_situ","mu_dur","sigmadur","mu_contour","sigmacontour","logw"
"1",0.663864157558298,116.361490532109,0.436242320842222,0.901202913487291,0.295726242629395,-5.50719015971403
"2",0.0397134104819134,258.253766859295,3.91731551202708,47.5958889490373,4.58082727304113,-1.80157981070959
"3",0.507390932697973,123.430212370728,0.262011499792814,-16.6908297438951,0.335896778501297,-4.9611100954612
"4",0.745456144801809,159.86779442796,1.1747029101582,18.6122923270067,0.00535493186312067,-3.95477073912942
"5",0.473473172059145,71.141435833717,0.157878021869121,-40.0459754821098,0.375051793187312,-5.09461342137209
"6",0.381638512495642,61.7984717761142,1.35648255185509,-91.1176379455708,-0.158753380251944,-5.46209165148553
"7",0.732481094781837,68.384728293134,0.503814056435852,44.9995327180596,-3.1549327358317,-4.41438729541911
"8",0.987765100126972,118.581879081895,3.9213743919104,4.4758602854997,3.43604558612041,-0.284211654453061
"9",0.578589509028054,115.597784113545,-0.138262602477458,11.8697124672127,0.00555400075172598,-7.02258311224295
"10",0.501909721169094,113.191868026131,-0.319743735375605,9.98239463725292,0.0600834120673567,-11.1792654341287
