"","p_situ","mu_dur","sigmadur","mu_contour","sigmacontour","logw"
"1",0.0726212276321961,220.100466149829,4.23561925967197,41.1560251392653,4.56738098711524,-1.87474475241672
"2",0.621991633159906,103.684076550446,0.12946540161474,14.7532392908084,0.938087487294684,-4.91385843889616
"3",0.984885127502984,123.220887569712,4.01758571587977,9.06867151560172,3.67027911625119,-0.191870381784021
"4",0.500263622749861,107.271408241381,0.24877723322013,10.0066517265676,0.232497134624976,-10.0722531543281
"5",0.483578540658711,100.7273417483,0.252727598378385,4.7822422246529,0.183015390129078,-16.9938722178451
"6",0.467832027651287,99.2279384700027,0.25675619230886,13.4694948772226,-0.201310829479276,-23.3023346043238
"7",0.525533980969055,94.4060811235528,0.228698287260145,14.7063363941049,0.158286422150247,-33.0982156733706
"8",0.475335518594466,95.3447012713262,0.012320286989772,14.6930320165714,0.264256082121444,-42.1069038212377
"9",0.490618460708418,93.2008066575472,-0.0405012705263733,15.1926598013596,-0.236846080374302,-49.7117374631783
"10",0.525668908708139,101.384254874002,-0.0774188579940893,10.6690002139243,-0.359909621417439,-56.23570041767
