"","p_situ","mu_dur","sigmadur","mu_contour","sigmacontour","logw"
"1",0.588583305022112,108.949206549342,-0.314918243680337,2.17304236565009,0.0817737511423449,-4.94117829116218
"2",0.977086872268146,119.533257647093,3.84377768676857,2.36566585194986,3.45750377561113,-0.173335313054
"3",0.0500542129417716,214.128408414802,4.58282118723275,40.1257573091406,4.36223835677688,-2.01011848698477
"4",0.3408375472492,92.3603148959656,-0.372100047815152,50.864664861914,-0.979960366572538,-5.91629711948289
"5",0.610979473639758,107.975344161213,-0.352764809818396,7.16623825795494,0.428426416141427,-12.689962469741
"6",0.432468347090127,70.8989646137956,0.279948674587028,62.180828490078,0.737295631169317,-16.586102526875
"7",0.500646100103909,98.1311875200538,-0.842280877543821,2.52339906003216,0.634975818275724,-20.115573417844
"8",0.548779746948202,122.990627806688,0.722629556817009,-20.9808853828229,0.578105268138467,-26.5113228308546
"9",0.498227044666069,82.646066185342,-0.959210173175897,62.7453339394059,0.532223966201035,-30.7389568392101
"10",0.489354514030124,103.304997812089,-0.265656223612582,5.06926923687861,0.642984381638687,-35.9741387870185
